Provincia,Cantón,Parroquia,Dirección,Código Institución,Nombre Institución,Sostenimiento,Régimen Escolar,Jurisdicción,Identificación Etnica,Nacionalidad Predominante,Pueblo Predominante,Número Alumnos,Número Docentes,Estudiantes por docente
ESMERALDAS,ELOY ALFARO,TELEMBI,   RECINTO CALLE MANZA,08B00031,CECIB BATALLA DE AYACUCHO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Waranka,50.0,2.0,25.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   RECINTO EL PROGRESO,08B00036,24 DE MAYO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Waranka,42.0,1.0,42.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   RECINTO ZAPALLO GRANDE,08B00004,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE ORIENTE ECUATORIANO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,500.0,21.0,23.81
ESMERALDAS,ELOY ALFARO,TELEMBI,   RIO-CAYAPAS- EL TIGRE,08B00037,CECIB TSUPAPITYALLU,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,43.0,2.0,21.5
ESMERALDAS,ELOY ALFARO,TELEMBI,   RIO CAYAPAS - GUALPI,08B00005,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE  TEEKALI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,89.0,2.0,44.5
ESMERALDAS,ELOY ALFARO,TELEMBI,   RIO CAYAPAS - RIO ZAPALLO - AGUA SALADA,08B00052,CECIB TYAIPI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Waranka,59.0,2.0,29.5
ESMERALDAS,ELOY ALFARO,TELEMBI,   RIO SAN MIGUEL - ESTERO VICENTE,08B00038,CECIB BUSHPITYALLU,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,26.0,1.0,26.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   SABALITO,08B00057,CECIB PASHPI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,No Aplica,87.0,2.0,43.5
ESMERALDAS,ELOY ALFARO,TELEMBI,   TIGUANERO,08B00032,TIGUANERO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Waranka,52.0,2.0,26.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   TSEJPI,08B00028,EUGENIO ESPEJO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,67.0,2.0,33.5
ESMERALDAS,ELOY ALFARO,TELEMBI,   VIA HOJA BLANCA - CHONTADURO SUBIDA DE RIO A MARGEN  DERECHO - PIEDRA BLANCA,08B00056,CECIB FIBA SHUPUKA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,21.0,1.0,21.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   ZAPALLITO,08B00030,SAANBI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,16.0,1.0,16.0
ESMERALDAS,ESMERALDAS,5 DE AGOSTO,OLMEDO 3-18 DELGADILLO ,08B00002,CENTRO EDUCATVO COMUNITARIO INTERCULTURAL BILINGÜE CECIB JOSE ESPÍRITU SANTO CIMARRÓN AÑAPA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,131.0,7.0,18.71
ESMERALDAS,ESMERALDAS,5 DE AGOSTO,SIN NOMBRE 703 SECTOR UNIDOS SOMOS MAS ,08H00080,UNIDAD EDUCATIVA  FAUSTO MOLINA,Fiscal,Costa,Intercultural,Negra,Negra,Negra,1440.0,62.0,23.23
ESMERALDAS,ESMERALDAS,SIMON PLATA TORRES,CALLE  G 40 CALLE C ,08H00369,UNIDAD EDUCATIVA ALFONSO QUIÑONEZ GEORGE,Fiscal,Costa,Intercultural,Negra,Negra,Negra,1565.0,61.0,25.66
ESMERALDAS,MUISNE,SAN GREGORIO,   COMUNIDAD SAN SALVADOR DE LOS CHACHI,08B00041,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE JUAN LORENZO AÑAPA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,283.0,16.0,17.69
ESMERALDAS,MUISNE,SAN GREGORIO,   RIO SUCIO  - MONO MANSO,08B00105,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE  JOSE TAPUYO DE LA CRUZ,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,22.0,2.0,11.0
ESMERALDAS,MUISNE,SAN GREGORIO,   SAN JOSE,08B00007,CENTRO ED COMUNITARIO INTERCULTURAL  BILINGUE ED BASICA SAN SALVADOR,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,27.0,2.0,13.5
ESMERALDAS,MUISNE,SAN JOSE DE CHAMANGA,   CHAMANGA,08B00050,CENTRO DE EDUCACION INTERCULTURAL BILINGÜE DOMINGO PERDOMO MELCHOR,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,199.0,11.0,18.09
ESMERALDAS,MUISNE,SAN JOSE DE CHAMANGA,   COMUNIDAD BALZAR,08B00043,CENTRO EDUCATIVO INTERCULTURAL BILINGÜE FE Y ALEGRIA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,25.0,1.0,25.0
ESMERALDAS,QUININDE,CUBE,   RECINTO CHORRERA GARNDE,08B00058,ESCUELA EGB FISCAL RUMIÑAHUI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,85.0,2.0,42.5
ESMERALDAS,QUININDE,MALIMPIA,   ALADO DEL RIO CANANDE FRENTE A LA IGLESIA  COMUNIDAD ÑAMPI,08B00009,ESCUELA EGB FISCAL TSUTA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,54.0,2.0,27.0
ESMERALDAS,QUININDE,MALIMPIA,   COMUNIDAD AGUA CLARA,08B00020,CENTRO EDUCATIVO COMUNITARIO ISABEL DE SANTIAGO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,224.0,15.0,14.93
ESMERALDAS,QUININDE,MALIMPIA,   GUAYACANA-MALIMPIA-QUININDÉ-ESMERALDAS,08B00047,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE BATALLA DE TARQUI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,294.0,19.0,15.47
ESMERALDAS,QUININDE,MALIMPIA,   RECINTO NARANJAL DE LOS CHACHIS,08B00044,UECIB FISCOMISIONAL MARIA REINA DEL MUNDO,Fiscomisional,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,355.0,17.0,20.88
ESMERALDAS,QUININDE,MALIMPIA,   RECINTO NARANJAL DE LOS CHACHIS,08B00046,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE RIO CANANDE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,37.0,7.0,5.29
ESMERALDAS,QUININDE,MALIMPIA,   ZAPALLO A 4 KILOMETRO A LAS PAVAS,08B00045,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILIGÜE LUZ Y VIDA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,354.0,19.0,18.63
ESMERALDAS,RIOVERDE,CHUMUNDE,   RECINTO MEDIANIA MARGEN DERECHO,08B00049,ESCUELA EGB FISCAL FRANCISCO ELIZALDE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Cotacachi,109.0,8.0,13.62
ESMERALDAS,RIOVERDE,RIOVERDE,LA RENACER UNO VIA A ESMERALDAS MARGEN IZQUIERDO ENTRADA DE EMPACADORA DE CAMARON PALESTINA ,08B00109,GUILLERMO DE LA CRUZ AÑAPA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,134.0,4.0,33.5
ESMERALDAS,SAN LORENZO,ALTO TAMBO (CAB EN GUADUAL),   SAN VICENTE,08B00013,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA 24 DE MAYO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Awá,Awa,9.0,1.0,9.0
ESMERALDAS,SAN LORENZO,ALTO TAMBO (CAB EN GUADUAL),   VIA SAN LORENZO,08B00060,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA BENANCIO TAICUZ,Fiscal,Costa,Intercultural Bilingüe,Indígena,Awá,Awa,13.0,1.0,13.0
ESMERALDAS,SAN LORENZO,MATAJE (CAB. EN SANTANDER),"   COMUNIDAD MATAJE ALTO, MATAJE",08B00014,UNIDAD EDUCATIVA COMUNITARIA  INTERCULTURAL BILINGÜE LUCIANO GERMAN NASTACUAZ,Fiscal,Costa,Intercultural Bilingüe,Indígena,Awá,Awa,168.0,11.0,15.27
ESMERALDAS,SAN LORENZO,SAN LORENZO,KM  DOS Y MEDIO VIA A ESMERALDAS  BARRIO EL PEDREGAL  SIN NOMBRE ,08H01433,UNIDAD EDUCATIVA  DEL MILENIO PROFESORA CONSUELO BENAVIDES,Fiscal,Costa,Intercultural,Negra,Negra,Negra,1222.0,50.0,24.44
ESMERALDAS,SAN LORENZO,SANTA RITA,   COMUNIDAD DE LA UNION,08B00012,"CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA ""MISAEL NASTACUAS""",Fiscal,Costa,Intercultural Bilingüe,Indígena,Awá,Awa,48.0,2.0,24.0
ESMERALDAS,SAN LORENZO,TULULBI (CAB. EN RICAURTE),   COMUNIDAD BALSAREÑO,08B00015,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA VUELTA MICO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Awá,Awa,78.0,2.0,39.0
ESMERALDAS,SAN LORENZO,TULULBI (CAB. EN RICAURTE),   COMUNIDAD GUADUALITO VIA  EL PAN Y MATAJE ALTO,08B00017,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA SANTA ROSA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Awá,Awa,25.0,1.0,25.0
ESMERALDAS,SAN LORENZO,TULULBI (CAB. EN RICAURTE),   COMUNIDAD LA CEIBA,08B00018,UNIDAD EDUCATIVA COMUNITARIA  INTERCULTURAL BILINGÜE COZOPANGUI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,215.0,14.0,15.36
ESMERALDAS,SAN LORENZO,TULULBI (CAB. EN RICAURTE),   COMUNIDAD PAMBILAR,08B00016,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA MOISES CANTINCUZ,Fiscal,Costa,Intercultural Bilingüe,Indígena,Awá,Awa,69.0,2.0,34.5
GALAPAGOS,SANTA CRUZ,PUERTO AYORA,   BARRIO CENTRAL REUBICADOS EN HORARIO VESPERTINO ESCUELA GALO PLAZA,20B00001,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE RUNAKUNAPAK YACHAY,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Salasaca,171.0,10.0,17.1
GUAYAS,DURAN,ELOY ALFARO (DURAN),CDLA BRISAS DE LOS ESTEROS  ARQ SARMIENTO Y CATORCE DE SEPTIEMBRE MZ8S5 CATORCE DE SEPTIEMBRE ,09B00035,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE ATAHUALPA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,404.0,15.0,26.93
GUAYAS,DURAN,ELOY ALFARO (DURAN),   COOPERATIVA DE VIVIENDA CINCO DE JUNIO   SECTOR        D-2,09B00020,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE TRANSITO AMAGUAÑA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,622.0,21.0,29.62
GUAYAS,DURAN,ELOY ALFARO (DURAN),EL RECREO    COOP FRENTE LUCHA POPULAR  SECTOR CERRO REDONDO 00 PEATONAL ,09B00019,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE DOLORES CACUANGO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,308.0,10.0,30.8
GUAYAS,GENERAL ANTONIO ELIZALDE,GENERAL ANTONIO ELIZALDE (BUCAY),   RCTO RIO LIMON DE STA CLARA VIA A LA ESPERANZA,09B00015,CENTRO DE EDUCACIÓN INTERCULTURAL BILINGUE  JUAN LOPEZ TIBIRAM,Fiscal,Costa,Intercultural Bilingüe,Indígena,Shuar,Waranka,18.0,1.0,18.0
GUAYAS,GUAYAQUIL,TARQUI,   AV CASUARINA - COOPERATIVA LOS GUAYACANEZ  - MONTE SINAI,09B00042,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE FISCAL   FERNANDO DAQUILEMA,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,1190.0,33.0,36.06
GUAYAS,GUAYAQUIL,TARQUI,BASTION POPULAR  BLOQUE 1B MZ DOSCIENTOS CINCUENTA  SOLAR DOS ,09B00024,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SANTIAGO DE GUAYAQUIL,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,661.0,26.0,25.42
GUAYAS,GUAYAQUIL,TARQUI,COOP EL FORTIN 23B-23C NOROESTE ,09B00043,NUEVA UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE RUMIÑAHUI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,2660.0,68.0,39.12
GUAYAS,GUAYAQUIL,TARQUI,COPERATIVA SULTANA DE LOS ANDES MZ2710 CALLE  SN ,09B00022,UNIDAD EDUCATIVA FISCAL INTERCULTURAL BILINGÜE JAIME ROLDOS AGUILERA,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,571.0,21.0,27.19
GUAYAS,NARANJAL,NARANJAL,   COMUNIDAD SHUAR BAÑO DE AGUAS TERMALES TSUER ENTSA,09B00017,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILINGÜE DE EDUCACION BASICA FRANCISCO WAJAI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Shuar,Waranka,8.0,1.0,8.0
GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),   COMUNA ENGABAO,09B00038,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE CACIQUE TUMBALA,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,529.0,24.0,22.04
GUAYAS,SAMBORONDON,SAMBORONDON,   31 DE OCTUBRE Y EL ORO,09B00037,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE MONSEÑOR LEONIDAS PROAÑO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,216.0,8.0,27.0
LOS RIOS,QUEVEDO,SAN CAMILO,   LOTIZACION LAS LAGUNAS   GUSTAVO CAMPI VALERO,12B00017,MUSHUK PAKARI,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,231.0,9.0,25.67
LOS RIOS,VENTANAS,10 DE NOVIEMBRE,ADDON CALDERON  ALFONSO BORJA ,12B00013,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE DE EDUCACION BASICA RUMIÑAHUI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,167.0,8.0,20.88
MANABI,PUERTO LOPEZ,MACHALILLA,   COMUNA AGUA BLANCA 5KM CARRETERA ADENTRO MARGEN IZQUIERDO VIA PUERTO LOPEZ,13H04159,GUARDIANA DE LOS SABERES SEÑORIO DE SALANGOME,Fiscal,Costa,Intercultural,Mestiza,Mestiza,Mestiza,45.0,3.0,15.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LUZ DE AMERICA,   VIA A QUEVEDO KM 14 Y MEDIO MARG DERECHO MAS 10 KM COMUNA CONGOMA GRANDE,23B00014,TSACHILA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Tsáchila,Tsachila,71.0,3.0,23.67
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,   VÍA A QUEVEDO KM 7 MAS 2 MAS 2 MARGEN DERECHO COMUNA PERIPA,23B00015,RAUL ANDRADE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Tsáchila,No Aplica,34.0,2.0,17.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,   VIA CHONE KM 21 MG IZQ MAS 10 KM COMUNA LOS NARANJOS CERCA DEL ESTADIO DE LA COMUNIDAD,23B00012,MADRE LAURA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Tsáchila,Tsachila,74.0,5.0,14.8
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,   VIA PUERTO LIMON  KM 13 MARGEN IZQUIERDO-COMUNA CONGOMA -SECTOR  CONGOMITA,23B00011,CONADU,Fiscal,Costa,Intercultural Bilingüe,Indígena,Tsáchila,Tsachila,13.0,1.0,13.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,PUERTO LIMON,   VIA QUEVEDO KM CUATRO Y MEDIO MARGEN DERECHO MAS NUEVE KM COMUNA EL POSTE,23B00010,UNIDAD EDUCATIVA TOMAS RIVADENEIRA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Tsáchila,Waranka,47.0,3.0,15.67
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO TOACHI,   VIA A LAS MERCEDES KM 2 M IZQ COMITE PROMEJORAS VALLE DEL TOACHI,23B00003,PURUHA,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,177.0,10.0,17.7
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,CARTAGENA S/N AV EL SALTO ,23B00004,TUTSA KEESHA ESCUELA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,142.0,9.0,15.78
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,RIO VERDE,   VIA JULIO MORENO KM 14 MAS 1 MD - COMUNA OTONGO MAPALI,23B00009,PATRICIO ROMERO BARBERIS,Fiscal,Costa,Intercultural Bilingüe,Indígena,Tsáchila,Tsachila,17.0,1.0,17.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,   KM 07  VIA QUEVEDO MARGEN IZ MAS  KM 03  AV ABRAHAM CALAZACON COMUNUA CHIGUILPE,23B00013,CECIB ALEJANDRO CALAZACON,Fiscal,Costa,Intercultural Bilingüe,Indígena,Tsáchila,Tsachila,92.0,4.0,23.0
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,VIA A LA COMUNA COLORADOS DEL BUA 15 NINGUNA ,23B00016,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GUARDIANA DE LA LENGUA ABRAHAM CALAZACON,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,435.0,20.0,21.75
AZUAY,CUENCA,MOLLETURO,   RECINTO PAUJI,01B00065,CECIB DE EDUCACIÓN BÁSICA MARIO LEÓN,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,5.0,1.0,5.0
AZUAY,CUENCA,QUINGEO,   COMUNIDAD MONJAS CENTRO,01B00027,CECIB DE EDUCACIÓN BÁSICA MONSEÑOR LEONIDAS PROAÑO II,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,168.0,13.0,12.92
AZUAY,CUENCA,QUINGEO,COMUNIDAD NONADEL ROSAS SN VIA RUMIPAMBA ,01B00072,ESCUELA DE EDUCACIÓN BÁSICA MARÍA AYORA PINEDA,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,42.0,2.0,21.0
AZUAY,CUENCA,QUINGEO,   EL TEJAR,01B00029,CECIB DE EDUCACIÓN BÁSICA EL TEJAR,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,36.0,3.0,12.0
AZUAY,CUENCA,QUINGEO,   PILLACHIQUIR CENTRO,01B00060,CECIB DE EDUCACIÓN BÁSICA JOSE PUZHI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,41.0,3.0,13.67
AZUAY,CUENCA,QUINGEO,   SAN VICENTE,01B00066,CECIB DE EDUCACIÓN BÁSICA SAN VICENTE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,19.0,2.0,9.5
AZUAY,CUENCA,SANTA ANA,   COMUNIDAD PUCA CRUZ ALTO,01B00036,CECIB DE EDUCACIÓN BÁSICA  JUAN PEÑAFIEL,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,93.0,7.0,13.29
AZUAY,CUENCA,SANTA ANA,   COMUNIDAD SIGSICOCHA,01B00031,CECIB DE EDUCACION BASICA MONTE SINAÍ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,45.0,4.0,11.25
AZUAY,CUENCA,TURI,   COMUNIDAD EL VERDE VIA TARQUI  - TURI   MARGEN DERECHO,01B00032,CECIB DE EDUCACIÓN BÁSICA XAVIER MUÑOZ CHAVEZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,18.0,2.0,9.0
AZUAY,CUENCA,TURI,   COMUNIDAD  PATAPAMBA,01B00035,CECIB DE EDUCACIÓN BÁSICA MARCO MARTINEZ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,25.0,2.0,12.5
AZUAY,CUENCA,TURI,   COMUNIDAD TRES CLAVELES,01B00034,CECIB DE EDUCACIÓN BÁSICA CESAR VICTORIANO MARTINEZ VERDUGO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,24.0,3.0,8.0
AZUAY,GUALACEO,GUALACEO,   CAHUAZHUN GRANDE,01B00037,CECIB DE EDUCACIÓN BÁSICA MIGUEL IGNACIO CORDERO MONCAYO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,98.0,8.0,12.25
AZUAY,GUALACEO,SAN JUAN,   COMUNIDAD DE BACPANCEL A 10 MINUTOS DEL CENTRO DE SAN JUAN EN CARRO VEHICULO,01B00041,CECIB DE EDUCACIÓN BÁSICA LA DOLOROSA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,55.0,4.0,13.75
AZUAY,GUALACEO,ZHIDMAD,   CASERIO  LALCOTE MONJAS,01B00043,CECIB DE EDUCACIÓN BÁSICA RUMIÑAHUI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,7.0,1.0,7.0
AZUAY,NABON,NABON,   CASERIO SHIÑA - LADO LA VIA A SHIÑAPAMBA DETRAS DE LA IGLESIA,01B00051,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SAN JOSE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,35.0,7.0,5.0
AZUAY,NABON,NABON,   COMUNIDAD LA RAMADA,01B00053,CECIB DE EDUCACIÓN BÁSICA FERNANDO DAQUILEMA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,13.0,1.0,13.0
AZUAY,NABON,NABON,   COMUNIDAD PUCALLPA,01B00047,CECIB DE EDUCACION BÁSICA  MONSEÑOR LEONIDAS PROAÑO 1,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,88.0,8.0,11.0
AZUAY,NABON,NABON,   COMUNIDAD QUILLUSISA,01B00067,CECIB DE EDUCACIÓN BÁSICA QUILLUSISAPA RICCHARIMUI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,18.0,2.0,9.0
AZUAY,NABON,NABON,   COMUNIDAD ROSAS - SHIÑA - NABON,01B00050,CECIB DE EDUCACIÓN BÁSICA JOSÉ ALBERTO MOROCHO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,6.0,1.0,6.0
AZUAY,NABON,NABON,   COMUNIDAD SAN MIGUEL DE RAÑAS PANAMERICANA SUR ENTRADA A RAÑAS,01B00054,UNIDAD EDUCATIVA  COMUNITARIA INTERCULTURAL BILINGUE SHIÑA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,231.0,19.0,12.16
AZUAY,NABON,NABON,   LOCALIDAD DE HUANTUCLOMA,01B00045,CECIB DE EDUCACIÓN BÁSICA  EFRAÍN NAULA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,64.0,7.0,9.14
AZUAY,NABON,NABON,   RECINTO AYALOMA VIA A NABON,01B00046,CECIB DE EDUCACIÓN BÁSICA ARTURO QUESADA MENDIETA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,121.0,10.0,12.1
AZUAY,NABON,NABON,VIA PRINCIPAL DE ENTRADA A LA COMUNIDAD DE PAVAN SN VIA DE ENTRADA A LA COMUNIDAD DE QUILLUSISA ,01B00048,CECIB DE EDUCACIÓN BÁSICA SAN JOSE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,63.0,6.0,10.5
AZUAY,OÑA,SUSUDEL,   CUCHUDEL,01B00057,CECIB DE EDUCACIÓN BÁSICA NUEVO SUSUDEL,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,102.0,8.0,12.75
AZUAY,SIGSIG,LUDO,   TUCTO,01B00056,CECIB DE EDUCACIÓN BÁSICA JAIME ROLDOS AGUILERA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kañari,67.0,3.0,22.33
BOLIVAR,GUARANDA,ANGEL POLIBIO CHAVES,CONVENCION DE MIL OCHOCIENTOS OCHENTA Y CUATRO 106 ISIDRO AYORA ,02B00001,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SAN JUAN BOSCO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Waranka,538.0,25.0,21.52
BOLIVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,   CASAICHI  CENTRAL,02B00007,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE INTI CHURI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Waranka,163.0,13.0,12.54
BOLIVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,   CASERIO QUIVILLUNGO,02B00009,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE CLUB DE LEONES,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Waranka,14.0,1.0,14.0
BOLIVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,   EL CASTILLO BAJO,02B00005,U E COMUNITARIA INTERCULTURAL BILINGUE ANGEL MIGUEL ARREGUI SALTOS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Waranka,40.0,3.0,13.33
BOLIVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,   LAS QUESERAS,02B00114,CECIB  REPUBLICA DEL ECUADOR,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Waranka,108.0,9.0,12.0
